Ano,Local,Rede,Aprov_1ano_Fund,Aprov_2ano_Fund,Aprov_3ano_Fund,Aprov_4ano_Fund,Aprov_5ano_Fund,Aprov_6ano_Fund,Aprov_7ano_Fund,Aprov_8ano_Fund,Aprov_9ano_Fund,Aprov_1ao5ano_Fund,Aprov_6ao9ano_Fund,Total_Aprov_Fund,Aprov_1serie_Medio,Aprov_2serie_Medio,Aprov_3serie_Medio,Aprov_4serie_Medio,Total_Aprov_Medio_NSeriado,Total_Aprov_Medio,Reprov_1ano_Fund,Reprov_2ano_Fund,Reprov_3ano_Fund,Reprov_4ano_Fund,Reprov_5ano_Fund,Reprov_6ano_Fund,Reprov_7ano_Fund,Reprov_8ano_Fund,Reprov_9ano_Fund,Reprov_1ao5ano_Fund,Reprov_6ao9ano_Fund,Total_Reprov_Fund,Reprov_1serie_Medio,Reprov_2serie_Medio,Reprov_3serie_Medio,Reprov_4serie_Medio,Total_Reprov_Medio_NSeriado,Total_Reprov_Medio,Abandono_1ano_Fund,Abandono_2ano_Fund,Abandono_3ano_Fund,Abandono_4ano_Fund,Abandono_5ano_Fund,Abandono_6ano_Fund,Abandono_7ano_Fund,Abandono_8ano_Fund,Abandono_9ano_Fund,Abandono_1ao5ano_Fund,Abandono_6ao9ano_Fund,Total_Abandono_Fund,Abandono_1serie_Medio,Abandono_2serie_Medio,Abandono_3serie_Medio,Abandono_4serie_Medio,Total_Abandono_Medio_NSeriado,Total_Abandono_Medio,
2011,Rural,Federal,0,0,0,0,0,0,0,0,0,0,0,0,87.8,84.1,88.1,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,13,10.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2.9,1.5,0,0,0,
2011,Rural,Estadual,81.1,82,80.3,97.9,72.6,80,83.3,82.5,74.3,79.9,81.9,87.6,78.6,72.4,79.7,88.9,0,0,13.8,14.7,13,0.9,23.4,16.7,14.2,13.2,17.4,14.9,11.1,5.9,8.2,11.8,6.9,3.4,0,0,5.1,3.3,6.7,1.2,4,3.3,2.5,4.3,8.3,5.2,7,6.5,13.2,15.8,13.4,7.7,0,0,
2011,Urbana,Total,82.4,89.5,74.4,98.6,84,87.2,88.8,90.8,69.1,72.8,77,81.4,74.6,67.1,76.9,83.9,100,93,14.9,9.4,21.1,0.4,14.7,11.9,10.2,7.8,26.1,23.3,18.4,13.6,13.7,18.4,12.3,7.7,0,2,2.7,1.1,4.5,1,1.3,0.9,1,1.4,4.8,3.9,4.6,5,11.7,14.5,10.8,8.4,0,5,
2011,Urbana,Publico,81.2,88.7,72.9,98.5,82.8,86.2,88,90.1,67.2,71.2,75.8,80.3,73.2,65.7,75.6,82.7,0,92.9,15.9,10.1,22.2,0.5,15.8,12.8,11,8.3,27.7,24.5,19.3,14.3,14.2,18.9,12.9,8,0,2,2.9,1.2,4.9,1,1.4,1,1,1.6,5.1,4.3,4.9,5.4,12.6,15.4,11.5,9.3,0,5.1,
2011,Urbana,Particular,96.1,98.1,93.4,99.1,96.8,98.2,98.5,98,95.5,92.6,91.7,93.7,92.8,89.1,94.1,95.7,100,100,3.6,1.6,6.4,0.2,2.7,1.7,1.3,1.9,4.2,7.3,8,6.1,6.7,10.5,5.4,3.7,0,0,0.3,0.3,0.2,0.7,0.5,0.1,0.2,0.1,0.3,0.1,0.3,0.2,0.5,0.4,0.5,0.6,0,0,
2011,Urbana,Municipal,86.8,88.9,78.3,98.6,82.6,86,87.7,90.8,70.5,78.5,84.4,87.1,0,0,0,0,0,0,11.5,9.9,17.6,0.4,16.2,12.9,11.1,7.7,25,18.2,11.2,8.3,0,0,0,0,0,0,1.7,1.2,4.1,1,1.2,1.1,1.2,1.5,4.5,3.3,4.4,4.6,0,0,0,0,0,0,
2011,Urbana,Federal,0,0,0,0,0,0,0,0,0,0,0,0,85.5,81.9,94,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,15,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.1,0,0,0,0,
2011,Urbana,Estadual,78.1,88.4,72,98.4,83.1,86.4,88.2,89.5,66.5,69.9,74.5,79.4,73,65.3,75.4,82.6,0,92.9,18.3,10.4,23.1,0.5,15.3,12.7,10.9,8.9,28.3,25.7,20.5,15.1,14.2,19,12.9,8.1,0,2,3.6,1.2,4.9,1.1,1.6,0.9,0.9,1.6,5.2,4.4,5,5.5,12.8,15.7,11.7,9.3,0,5.1,
2010,Rural,Estadual,95.2,76.9,82.6,85,87.8,74.5,75.7,80.6,83.7,84.9,78.2,81.4,71.1,73.9,87.4,0,100,76.3,1.7,17.4,13.3,11,8.3,18.6,18.5,10.6,7.4,10.9,14.4,12.7,11.5,10.4,5.8,0,0,9.6,3.1,5.7,4.1,4,3.9,6.9,5.8,8.8,8.9,4.2,7.4,5.9,17.4,15.7,6.8,0,0,14.1,
2010,Rural,Federal,0,0,0,0,0,0,0,0,0,0,0,0,87.3,58.1,73.2,0,0,78.2,0,0,0,0,0,0,0,0,0,0,0,0,10.6,41.9,23.2,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,3.6,0,0,1.9,
2010,Rural,Municipal,97.8,75.3,83.7,85.9,88.8,75.3,78.6,81.5,87.9,85.5,80.2,83.3,90.9,92.1,0,0,0,91.5,0.4,22,14,11,8.5,18.8,15.3,11.5,6.6,12,13.6,12.7,0,0,0,0,0,0,1.8,2.7,2.3,3.1,2.7,5.9,6.1,7,5.5,2.5,6.2,4,9.1,7.9,0,0,0,8.5,
2010,Rural,Particular,0,87.5,100,100,100,94,91.7,96.2,96.2,95.7,94.8,94.9,92.7,95.1,97.4,100,0,95.2,0,12.5,0,0,0,6,8.3,3.8,2.5,4.3,4.8,4.7,4.3,4.9,2.6,0,0,3.7,0,0,0,0,0,0,0,0,1.3,0,0.4,0.4,3,0,0,0,0,1.1,
2010,Rural,Publico,97.6,75.4,83.6,85.8,88.7,75.2,78.3,81.4,87.3,85.4,79.9,83,75.7,72.3,85.5,0,100,77.1,0.5,21.6,13.9,11,8.4,18.7,15.7,11.4,6.7,11.9,13.7,12.7,10.9,15.1,8.2,0,0,11.4,1.9,3,2.5,3.2,2.9,6.1,6,7.2,6,2.7,6.4,4.3,13.4,12.6,6.3,0,0,11.5,
2010,Rural,Total,97.6,75.5,83.6,85.9,88.7,75.3,78.3,81.5,87.4,85.4,80.1,83.1,77.6,75.9,87.4,100,100,79.8,0.5,21.6,13.9,11,8.4,18.7,15.6,11.3,6.7,11.9,13.7,12.7,10.1,13.4,7.3,0,0,10.3,1.9,2.9,2.5,3.1,2.9,6,6.1,7.2,5.9,2.7,6.2,4.2,12.3,10.7,5.3,0,0,9.9,
2010,Total,Estadual,97.3,81.4,84.8,86.2,87.7,69.4,70.9,74.6,79.1,86.8,73,78.2,68.9,77.5,82.6,63.6,89.5,75.2,1,16.8,14,12.4,10.3,25.6,24,19.7,14.7,11.6,21.6,17.9,16.4,10.5,7.7,18.2,2.7,12.2,1.7,1.8,1.2,1.4,2,5,5.1,5.7,6.2,1.6,5.4,3.9,14.7,12,9.7,18.2,7.8,12.6,
2010,Total,Federal,0,0,0,0,0,0,0,0,0,0,0,0,86.2,70.3,73.2,0,0,79.9,0,0,0,0,0,0,0,0,0,0,0,0,11.1,27.5,23.2,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.2,3.6,0,0,2.5,
2010,Total,Municipal,98.2,77.4,84.6,86.4,89.6,74.7,77.5,82.1,86.8,86.7,79.4,84.5,90.9,92.1,0,0,0,91.5,0.4,20.6,13.7,11.5,8.2,19.9,17.2,11.8,7.6,11.4,15.1,12.5,0,0,0,0,0,0,1.4,2,1.7,2.1,2.2,5.4,5.3,6.1,5.6,1.9,5.5,3,9.1,7.9,0,0,0,8.5,
2010,Total,Particular,99.3,96.7,98.5,98.7,98.2,95.4,93.1,94.9,94,98.3,94.4,96.6,92.1,93.9,95.4,100,0,93.7,0.4,3.1,1.4,1.2,1.8,4.5,6.7,4.9,5.7,1.6,5.4,3.3,7.3,5.1,4.4,0,0,5.7,0.3,0.2,0.1,0.1,0,0.1,0.2,0.2,0.3,0.1,0.2,0.1,0.6,1,0.2,0,0,0.6,
2010,Total,Publico,97.9,78.7,84.7,86.3,88.8,71.2,73,76.9,81.4,86.7,75,81.2,69.3,77.4,82.6,63.6,89.5,75.3,0.6,19.3,13.8,11.8,9.2,23.7,21.8,17.3,12.6,11.5,19.5,15.3,16.2,10.7,7.8,18.2,2.7,12.3,1.5,2,1.5,1.9,2,5.1,5.2,5.8,6,1.8,5.5,3.5,14.5,11.9,9.6,18.2,7.8,12.4,
2010,Total,Total,98,79.8,85.5,87.1,89.4,72.4,74.1,78,82.3,87.5,76.1,82.2,70.8,78.8,83.8,85.5,89.5,76.7,0.6,18.4,13,11.1,8.7,22.7,21,16.6,12.1,10.8,18.7,14.5,15.6,10.3,7.5,7.3,2.7,11.8,1.4,1.8,1.5,1.8,1.9,4.9,4.9,5.4,5.6,1.7,5.2,3.3,13.6,10.9,8.7,7.2,7.8,11.5,
2010,Urbana,Estadual,97.5,81.7,85,86.3,87.7,69.1,70.7,74.3,78.8,86.9,72.7,78,68.8,77.6,82.4,63.6,89.3,75.2,0.9,16.8,14.1,12.5,10.5,26,24.3,20.1,15.1,11.7,22,18.2,16.6,10.5,7.8,18.2,2.8,12.3,1.6,1.5,0.9,1.2,1.8,4.9,5,5.6,6.1,1.4,5.3,3.8,14.6,11.9,9.8,18.2,7.9,12.5,
2010,Urbana,Federal,0,0,0,0,0,0,0,0,0,0,0,0,84.3,80.5,0,0,0,82.6,0,0,0,0,0,0,0,0,0,0,0,0,12.2,15.4,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.1,0,0,0,3.7,
2010,Urbana,Municipal,98.4,78.8,85.2,86.7,90.2,73.9,75.5,83.4,84,87.5,77.8,85.5,0,0,0,0,0,0,0.4,19.7,13.5,11.8,8.1,21.4,20.5,12.4,10.3,11,17.7,12.4,0,0,0,0,0,0,1.2,1.5,1.3,1.5,1.7,4.7,4,4.2,5.7,1.5,4.5,2.1,0,0,0,0,0,0,
2010,Urbana,Particular,99.3,96.7,98.5,98.7,98.2,95.5,93.2,94.8,93.9,98.3,94.4,96.6,92,93.8,95.2,0,0,93.5,0.4,3,1.4,1.2,1.8,4.4,6.6,5,5.9,1.6,5.5,3.2,7.6,5.1,4.6,0,0,5.9,0.3,0.3,0.1,0.1,0,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.4,1.1,0.2,0,0,0.6,
2010,Urbana,Publico,98.1,80,85.1,86.5,88.8,70,71.4,75.5,79.4,87.2,73.4,80.6,68.9,77.6,82.4,63.6,89.3,75.2,0.6,18.4,13.8,12.1,9.4,25.2,23.7,19.1,14.6,11.3,21.4,16.2,16.5,10.5,7.8,18.2,2.8,12.3,1.3,1.6,1.1,1.4,1.8,4.8,4.9,5.4,6,1.5,5.2,3.2,14.6,11.9,9.8,18.2,7.9,12.5,
2010,Urbana,Total,98.2,81.4,86.2,87.6,89.7,71.6,72.9,77,80.7,88.2,75,81.9,70.4,78.9,83.6,63.6,89.3,76.6,0.6,17.2,12.7,11.2,8.7,23.8,22.5,18.1,13.8,10.5,20.2,15.1,15.9,10.1,7.5,18.2,2.8,11.8,1.2,1.4,1.1,1.2,1.6,4.6,4.6,4.9,5.5,1.3,4.8,3,13.7,11,8.9,18.2,7.9,11.6,
2009,Rural,Estadual,95.4,71,76.2,80.9,84.4,71.9,76.8,83.8,86.6,80.2,78.7,79.5,70,80.9,85.4,0,0,77,1.9,20.7,17.2,13.9,10.9,19.7,15,10.1,6,14,13.7,13.9,13.7,7.5,7.5,0,0,10.3,2.7,8.3,6.6,5.2,4.7,8.4,8.2,6.1,7.4,5.8,7.6,6.6,16.3,11.6,7.1,0,0,12.7,
2009,Rural,Federal,0,0,0,0,0,0,0,0,0,0,0,0,97.8,97.6,98.9,0,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,1.1,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0,0,0,0.6,
2009,Rural,Municipal,97.9,75.5,81.5,84.6,88.2,72.9,78.6,83,89.4,84.7,80,82.8,77.4,0,0,0,80.3,79.1,0.5,21.6,16.2,13.3,9.4,20.3,14.8,10.6,5.2,12.9,13.6,13.2,0,0,0,0,0,0,1.6,2.9,2.3,2.1,2.4,6.8,6.6,6.4,5.4,2.4,6.4,4,22.6,0,0,0,19.7,20.9,
2009,Rural,Particular,100,100,100,100,100,97.3,97.7,96.3,98.9,100,97.6,97.8,97.9,98.7,99.3,95.7,0,98.1,0,0,0,0,0,0,2.3,2.5,0,0,1.2,1.1,1.7,0.6,0,2.2,0,1.1,0,0,0,0,0,2.7,0,1.2,1.1,0,1.2,1.1,0.4,0.7,0.7,2.1,0,0.8,
2009,Rural,Publico,97.7,75,80.9,84.2,87.9,72.8,78.4,83.1,89,84.3,79.9,82.4,74.1,82.9,87.7,0,80.3,79.9,0.6,21.5,16.3,13.4,9.5,20.2,14.9,10.5,5.3,13,13.6,13.3,11.4,6.7,6.5,0,0,8.5,1.7,3.5,2.8,2.4,2.6,7,6.7,6.4,5.7,2.7,6.5,4.3,14.5,10.4,5.8,0,19.7,11.6,
2009,Rural,Total,97.7,75.1,80.9,84.2,87.9,72.9,78.5,83.2,89.2,84.3,80,82.5,78.5,85.7,90.2,95.7,80.3,83.7,0.6,21.5,16.3,13.4,9.5,20.2,14.8,10.4,5.2,13,13.5,13.2,9.6,5.6,5.1,2.2,0,7,1.7,3.4,2.8,2.4,2.6,6.9,6.7,6.4,5.6,2.7,6.5,4.3,11.9,8.7,4.7,2.1,19.7,9.3,
2009,Total,Estadual,96.7,82.4,83.6,86.8,89.6,68.8,72.3,75.8,78.9,87.4,73.5,78.9,67.2,76.6,82.7,100,85.5,74.4,1.5,15.3,14.6,11.5,8.6,25.9,22.4,18.7,14.8,10.8,21,17,17.7,11.4,8.4,0,2.9,13,1.8,2.3,1.8,1.7,1.8,5.3,5.3,5.5,6.3,1.8,5.5,4.1,15.1,12,8.9,0,11.6,12.6,
2009,Total,Federal,0,0,0,0,0,0,0,0,0,0,0,0,85.9,97.6,98.9,0,0,90.5,0,0,0,0,0,0,0,0,0,0,0,0,12.7,1.2,1.1,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,0,0,0,1.1,
2009,Total,Municipal,97.9,77.3,83.4,85.4,88.5,71.6,77.1,81.9,86.7,86,78.3,83.6,77.4,0,0,0,80.3,79.1,0.5,20.4,14.9,13,9.5,22.5,16.8,12.4,8.2,12.1,15.9,13.3,0,0,0,0,0,0,1.6,2.3,1.7,1.6,2,5.9,6.1,5.7,5.1,1.9,5.8,3.1,22.6,0,0,0,19.7,20.9,
2009,Total,Particular,98,96.7,97.5,98.5,98.1,94.7,93.5,95.2,93.9,97.8,94.3,96.2,91.4,94.7,97.5,95.7,0,94.3,1,2.9,2.1,1.3,1.8,5,6.4,4.3,5.7,1.8,5.4,3.4,7.9,4.8,2.4,2.2,0,5.2,1,0.4,0.4,0.2,0.1,0.3,0.1,0.5,0.4,0.4,0.3,0.4,0.7,0.5,0.1,2.1,0,0.5,
2009,Total,Publico,97.6,79,83.5,86,89,69.8,73.8,77.8,81.3,86.5,75,81.2,67.5,76.7,82.8,100,85.4,74.5,0.8,18.7,14.8,12.4,9.1,24.8,20.6,16.7,12.7,11.6,19.4,15.2,17.6,11.4,8.3,0,2.8,13,1.6,2.3,1.7,1.6,1.9,5.4,5.6,5.5,6,1.9,5.6,3.6,14.9,11.9,8.9,0,11.8,12.5,
2009,Total,Total,97.6,80,84.3,86.8,89.5,70.9,74.9,78.8,82.2,87.2,76.1,82.1,69.1,78.3,84.3,95.7,85.4,76.1,0.8,17.8,14,11.6,8.7,23.9,19.9,15.9,12.3,11,18.6,14.5,16.9,10.8,7.7,2.1,2.8,12.3,1.6,2.2,1.7,1.6,1.8,5.2,5.2,5.3,5.5,1.8,5.3,3.4,14,10.9,8,2.2,11.8,11.6,
2009,Urbana,Estadual,96.8,83.6,84.3,87.3,89.9,68.7,72.1,75.5,78.6,88,73.2,78.8,67.1,76.5,82.6,100,85.5,74.3,1.5,14.7,14.3,11.3,8.5,26.2,22.7,19.1,15.1,10.5,21.3,17.2,17.9,11.6,8.4,0,2.9,13.1,1.7,1.7,1.4,1.4,1.6,5.1,5.2,5.4,6.3,1.5,5.5,4,15,11.9,9,0,11.6,12.6,
2009,Urbana,Federal,0,0,0,0,0,0,0,0,0,0,0,0,74.3,0,0,0,0,74.3,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,
2009,Urbana,Municipal,98,78.6,84.7,86,88.8,69.4,74.1,79.4,82,86.9,75.1,84.4,0,0,0,0,0,0,0.5,19.5,14,12.7,9.5,25.9,20.8,16.4,13.5,11.5,20.2,13.4,0,0,0,0,0,0,1.5,1.9,1.3,1.3,1.7,4.7,5.1,4.2,4.5,1.6,4.7,2.2,0,0,0,0,0,0,
2009,Urbana,Particular,98,96.7,97.5,98.5,98.1,94.7,93.4,95.2,93.6,97.8,94.2,96.2,90.3,94.2,97.3,0,0,93.7,1,2.9,2.1,1.3,1.8,5.1,6.5,4.4,6,1.8,5.5,3.4,8.9,5.3,2.7,0,0,5.9,1,0.4,0.4,0.2,0.1,0.2,0.1,0.4,0.4,0.4,0.3,0.4,0.8,0.5,0,0,0,0.4,
2009,Urbana,Publico,97.5,80.7,84.5,86.7,89.4,68.8,72.4,76,79.1,87.4,73.5,80.7,67.2,76.5,82.6,100,85.5,74.3,0.9,17.5,14.2,12,8.9,26.2,22.5,18.7,14.9,11,21.1,15.9,17.9,11.6,8.4,0,2.9,13.2,1.6,1.8,1.3,1.3,1.7,5,5.1,5.3,6,1.6,5.4,3.4,14.9,11.9,9,0,11.6,12.5,
2009,Urbana,Total,97.6,82,85.6,87.7,90.1,70.3,73.8,77.5,80.3,88.3,75,81.9,68.6,77.9,84,100,85.5,75.7,0.9,16.3,13.2,11,8.4,25,21.4,17.6,14.2,10.3,20.1,14.9,17.3,11.1,7.9,0,2.9,12.6,1.5,1.7,1.2,1.3,1.5,4.7,4.8,4.9,5.5,1.4,4.9,3.2,14.1,11,8.1,0,11.6,11.7,
2008,Rural,Estadual,89.7,58.6,72.2,76.5,81.1,70.2,75.3,76.8,79,73.5,74.7,74.1,66.1,76.3,90.6,0,0,74.4,3.5,34.7,22.8,18.9,15,20.8,16.2,12.8,7.4,21.2,15.2,18.3,11.9,9.3,2.3,0,0,9.1,6.8,6.7,5,4.6,3.9,9,8.5,10.4,13.6,5.3,10.1,7.6,22,14.4,7.1,0,0,16.5,
2008,Rural,Federal,0,0,0,0,0,0,0,0,0,0,0,0,71.4,83.5,79,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,0,27.7,16.5,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.3,
2008,Rural,Municipal,95.8,71.6,80.3,86.4,89.3,73.9,77.7,81.8,86.4,84.2,79.1,82.1,60.9,87.6,97.3,0,85.8,81,1,23.9,16.1,10.5,7.4,18,14.4,10.4,6,12.3,13,12.6,21.2,3.5,0,0,0.9,6.7,3.2,4.5,3.6,3.1,3.3,8.1,7.9,7.8,7.6,3.5,7.9,5.3,17.9,8.9,2.7,0,13.3,12.3,
2008,Rural,Particular,100,81.3,80.3,88.7,87.2,91.4,96.1,93.8,97.4,88,94.8,92.3,93.7,92.9,97.3,92.4,0,93.8,0,18.7,19.7,11.3,12.8,8.6,1.3,5.2,1.7,12,4.1,7,3.9,5.3,1.4,6.7,0,4.5,0,0,0,0,0,0,2.6,1,0.9,0,1.1,0.7,2.4,1.8,1.3,0.9,0,1.7,
2008,Rural,Publico,95.4,70.2,79.4,85.5,88.5,73.4,77.4,81.3,85.4,83.2,78.6,81.2,65.9,79.2,89.7,0,85.8,76.3,1.2,25,16.8,11.3,8.1,18.4,14.6,10.7,6.2,13.1,13.3,13.2,14.9,9.4,5,0,0.9,10.1,3.4,4.8,3.8,3.2,3.4,8.2,8,8,8.4,3.7,8.1,5.6,19.2,11.4,5.3,0,13.3,13.6,
2008,Rural,Total,95.4,70.2,79.4,85.5,88.5,73.6,77.6,81.4,85.7,83.2,78.8,81.3,68.9,81.1,90.7,92.4,85.8,78.8,1.2,25,16.8,11.3,8.1,18.3,14.4,10.6,6.1,13.1,13.2,13.1,13.7,8.8,4.6,6.7,0.9,9.3,3.4,4.8,3.8,3.2,3.4,8.1,8,8,8.2,3.7,8,5.6,17.4,10.1,4.7,0.9,13.3,11.9,
2008,Total,Estadual,97.4,81.3,82.9,86.8,89.4,68.2,69.8,73.7,76.6,86.8,71.6,77.6,65.8,76.3,81.9,91.4,85.2,73.7,0.8,15.6,15.1,11.7,9,26,24.2,19.8,15.6,11.2,22,17.7,17,11.4,8.4,8.6,2.4,12.5,1.8,3.1,2,1.5,1.6,5.8,6,6.5,7.8,2,6.4,4.7,17.2,12.3,9.7,0,12.4,13.8,
2008,Total,Federal,0,0,0,0,0,0,0,0,0,0,0,0,71.4,83.5,79,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,0,27.7,16.5,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.3,
2008,Total,Municipal,96.9,74.6,82.1,86.3,88.7,71.8,76.5,80.1,84.7,85.3,77.2,82.7,60.9,87.6,97.3,100,85.8,81.1,0.7,21.8,15.3,11.3,8.6,20.7,16.1,12.4,8.1,12,15.4,13.1,21.2,3.5,0,0,0.9,6.7,2.4,3.6,2.6,2.4,2.7,7.5,7.4,7.5,7.2,2.7,7.4,4.2,17.9,8.9,2.7,0,13.3,12.2,
2008,Total,Particular,98.5,96.9,97.5,98.1,97.7,94.6,92.9,93.5,93.7,97.7,93.6,96,89.5,93.4,95.9,92.4,96.6,92.7,0.8,2.6,2.4,1.7,2.1,5.3,6.6,6.4,6,2,6.1,3.8,10,6.3,3.9,6.7,3.4,7,0.7,0.5,0.1,0.2,0.2,0.1,0.5,0.1,0.3,0.3,0.3,0.2,0.5,0.3,0.2,0.9,0,0.3,
